"fecha_hora","organizacion_o_reparticion","puesto_o_area_recomendada","idioma_recomendado","correo","recomendacion","plantilla_thunderbird","estado","detalle","archivo_eml"
"2026-07-31T01:29:30-03:00","Voy con Energía","Sistemas, infraestructura, redes, ciberseguridad, automatización y tecnología aplicada a combustibles y energía","español-industrial","rrhh@voyconenergia.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/012928_279902_rrhh@voyconenergia.com.ar_espanol-industrial_82d63582518e.eml"
"2026-07-31T01:29:43-03:00","INVAP Ingeniería","Ingeniería para petróleo y gas, software técnico, sistemas seguros, automatización, análisis de fallas e infraestructura","español-industrial","rrhh@invapingenieria.com.ar","Directo — Enviar CV directamente.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/012940_732490_rrhh@invapingenieria.com.ar_espanol-industrial_07313e075ce5.eml"
"2026-07-31T01:29:56-03:00","BMK / UNELEC","Automatización, instalaciones eléctricas, integración, variadores, control, comunicaciones industriales y Oil & Gas","español-industrial","rrhh@bmksa.com.ar","Directo — Enviar CV directamente para ingeniería e integración tecnológica.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/012953_270680_rrhh@bmksa.com.ar_espanol-industrial_16c35093d03e.eml"
"2026-07-31T01:30:09-03:00","MEIP","Ingeniería, fabricación, automatización, GNL, petróleo y gas, sistemas eléctricos y control industrial","español-industrial","bgarcia@meip.com.ar","Directo — Correo publicado expresamente para dejar el CV.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013006_477472_bgarcia@meip.com.ar_espanol-industrial_8f69a5dcd89d.eml"
"2026-07-31T01:30:22-03:00","ESESA","Montajes industriales, infraestructura, redes, sistemas de operación y tecnología para servicios petroleros en Neuquén","español-industrial","rrhh@esesa.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013019_399554_rrhh@esesa.com.ar_espanol-industrial_e2b14a8a0c0c.eml"
"2026-07-31T01:30:34-03:00","Practika Group","Energías renovables, eficiencia energética, climatización, automatización, control e infraestructura técnica","español-industrial","rrhh@practikagroup.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013032_142645_rrhh@practikagroup.com.ar_espanol-industrial_65650ceb0d7d.eml"
"2026-07-31T01:30:47-03:00","EIFA SRL","Energías renovables, autogeneración solar, petróleo y gas, ingeniería y sistemas de monitoreo técnico","español-industrial","ingenieria@eifa-srl.com","Probable — El sitio invita a dejar el CV; solicitar derivación al responsable de incorporaciones.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013044_813639_ingenieria@eifa-srl.com_espanol-industrial_fde93f76db2b.eml"
"2026-07-31T01:31:01-03:00","ISEL Ingeniería","Energías renovables, sistemas fotovoltaicos, Industria 4.0, ingeniería eléctrica, automatización y control","español-industrial","r.paez@iselingenieria.com.ar","Probable — Contacto técnico oficial; enviar CV y solicitar consideración o derivación.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013057_790610_r.paez@iselingenieria.com.ar_espanol-industrial_7ba3a71e0789.eml"
"2026-07-31T01:31:13-03:00","Pampa Energía","Ciberseguridad, infraestructura crítica, redes industriales, telecomunicaciones, automatización, sistemas y datos","español-industrial","contacto@pampa.com","Derivación — Solicitar que el CV sea remitido al equipo de Talento o al área tecnológica correspondiente.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013111_086408_contacto@pampa.com_espanol-industrial_778bc0e7d894.eml"
"2026-07-31T01:31:26-03:00","Central Puerto","Tecnología, infraestructura, automatización, comunicaciones, ciberseguridad OT y sistemas para generación eléctrica","español-industrial","info@centralpuerto.com","Derivación — Solicitar remisión del CV al área de Personas o Tecnología.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013123_790355_info@centralpuerto.com_espanol-industrial_0eaea66db0a9.eml"
"2026-07-31T01:31:39-03:00","Central Puerto Renovables","Sistemas, redes, automatización, monitoreo, ciberseguridad OT e infraestructura para parques renovables","español-industrial","info@cprenovables.com.ar","Derivación — Solicitar remisión al equipo de selección o tecnología de renovables.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013136_536690_info@cprenovables.com.ar_espanol-industrial_e2017bafab47.eml"
"2026-07-31T01:33:13-03:00","BMK / UNELEC","Automatización, instalaciones eléctricas, integración, variadores, control, comunicaciones industriales y Oil & Gas","español-industrial","rrhh@bmksa.com.ar","Directo — Enviar CV directamente para ingeniería e integración tecnológica.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/013309_182870_rrhh@bmksa.com.ar_espanol-industrial_69c0b944b7c9.eml"
"2026-07-31T01:35:21-03:00","BMK / UNELEC","Automatización, instalaciones eléctricas, integración, variadores, control, comunicaciones industriales y Oil & Gas","español-industrial","rrhh@bmksa.com.ar","Directo — Enviar CV directamente para ingeniería e integración tecnológica.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013518_727779_rrhh@bmksa.com.ar_espanol-industrial_cd3860cf28b2.eml"
"2026-07-31T01:36:51-03:00","Facultad de Informática — Universidad Nacional de La Plata","Matemática Discreta, fundamentos matemáticos de la informática, criptografía, seguridad y álgebra para computación","español-académico","secretaria.academica@info.unlp.edu.ar","Probable — Enviar CV académico y solicitar consideración o derivación a Concursos Docentes y a las cátedras compatibles.","Enviar CV: docencia","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013646_800824_secretaria.academica@info.unlp.edu.ar_espanol-academico_47b8bff95d71.eml"
"2026-07-31T01:37:06-03:00","Universidad Nacional del Oeste — Secretaría Académica","Matemática Discreta, Álgebra, matemática para informática, criptografía y fundamentos de computación","español-académico","academica@uno.edu.ar","Probable — Enviar CV académico; la Secretaría supervisa la incorporación del personal académico y los concursos.","Enviar CV: docencia","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013701_728071_academica@uno.edu.ar_espanol-academico_727b668c1370.eml"
"2026-07-31T01:37:20-03:00","Universidad CAECE — Educación a Distancia","Álgebra, aritmética modular, Matemática Discreta, criptografía y fundamentos matemáticos de informática y ciencia de datos","español-académico","edistancia@caece.edu.ar","Probable — Enviar CV académico indicando disponibilidad para docencia virtual y las asignaturas concretas que puede dictar.","Enviar CV: docencia","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/013716_069483_edistancia@caece.edu.ar_espanol-academico_813d11a81134.eml"
"2026-07-31T01:44:33-03:00","LatinAd","Desarrollo de software, backend, datos, automatización e integración de IA en productos","español-industrial","jobs@latinad.com","Directo — Enviar CV directamente al canal laboral.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014430_245962_jobs@latinad.com_espanol-industrial_a54eb5a3faac.eml"
